,Date,Type,B_Zero,B_Low,B_Medium,B_High
0,2022-11-17,Commercial,2.0,7.0,7.0,8.0
1,2022-11-17,Duplex,21.0,76.0,64.0,81.0
2,2022-11-17,Empty Lot,28.0,64.0,12.0,6.0
3,2022-11-17,Mixed-Use,0.0,4.0,2.0,5.0
4,2022-11-17,Multi-Unit,5.0,25.0,26.0,39.0
5,2022-11-17,Single-Family,31.0,128.0,89.0,84.0
